current_attendance,present_classes,absent_classes,total_classes,remaining_classes,weekly_subject_classes,minimum_attendance,planned_leave_classes,days_remaining,absence_rate,future_attendance_after_leave,leave_risk
39.5349,17,26,43,66,2,80,1,163,0.604651,38.6364,HIGH
94.7368,18,1,19,70,6,75,3,58,0.052632,81.8182,LOW
94.9153,56,3,59,62,2,75,5,158,0.050847,87.5,LOW
81.25,91,21,112,29,3,80,1,49,0.1875,80.531,MEDIUM
96.875,31,1,32,51,3,70,0,87,0.03125,96.875,LOW
84.9057,45,8,53,66,2,85,0,162,0.150943,84.9057,HIGH
69.3694,77,34,111,28,1,85,0,143,0.306306,69.3694,HIGH
63.1579,36,21,57,53,2,90,2,132,0.368421,61.0169,HIGH
67.6923,88,42,130,11,3,75,5,22,0.323077,65.1852,HIGH
91.4729,118,11,129,11,3,90,4,16,0.085271,88.7218,HIGH
64.8649,24,13,37,51,2,75,3,130,0.351351,60.0,HIGH
41.8182,23,32,55,52,4,65,7,63,0.581818,37.0968,HIGH
96.1538,25,1,26,70,1,80,2,350,0.038462,89.2857,LOW
62.963,17,10,27,70,2,80,3,177,0.37037,56.6667,HIGH
73.913,34,12,46,56,4,75,5,73,0.26087,66.6667,HIGH
24.3243,9,28,37,50,6,75,1,40,0.756757,23.6842,HIGH
48.9362,23,24,47,60,4,80,2,72,0.510638,46.9388,HIGH
54.1176,46,39,85,33,4,80,2,43,0.458824,52.8736,HIGH
66.6667,24,12,36,54,6,70,0,44,0.333333,66.6667,HIGH
86.6667,52,8,60,68,5,85,2,67,0.133333,83.871,HIGH
50.0,9,9,18,70,4,75,3,88,0.5,42.8571,HIGH
72.7273,24,9,33,66,6,75,4,52,0.272727,64.8649,HIGH
96.7033,88,3,91,33,3,70,1,53,0.032967,95.6522,LOW
33.7209,29,57,86,41,3,75,3,68,0.662791,32.5843,HIGH
45.1613,14,17,31,56,2,90,1,143,0.548387,43.75,HIGH
94.6667,71,4,75,49,1,75,2,242,0.053333,92.2078,LOW
66.6667,22,11,33,48,3,75,6,81,0.333333,56.4103,HIGH
96.6387,115,4,119,19,5,75,1,22,0.033613,95.8333,LOW
58.0645,18,13,31,64,5,85,3,65,0.419355,52.9412,HIGH
58.0645,36,26,62,36,3,85,1,58,0.419355,57.1429,HIGH
96.2963,26,1,27,70,2,75,14,173,0.037037,63.4146,HIGH
63.1579,24,14,38,60,4,75,4,77,0.368421,57.1429,HIGH
98.0769,51,1,52,59,5,75,1,62,0.019231,96.2264,LOW
96.2963,26,1,27,70,1,85,1,347,0.037037,92.8571,LOW
62.5,55,33,88,45,6,80,3,39,0.375,60.4396,HIGH
96.7742,60,2,62,34,2,80,3,84,0.032258,92.3077,LOW
51.8519,14,13,27,65,3,75,3,106,0.481481,46.6667,HIGH
96.5217,111,4,115,29,1,90,3,145,0.034783,94.0678,MEDIUM
54.1667,13,11,24,70,4,75,1,87,0.458333,52.0,HIGH
78.6667,118,32,150,28,2,80,4,69,0.213333,76.6234,HIGH
96.7742,30,1,31,65,1,70,12,325,0.032258,69.7674,HIGH
97.0588,33,1,34,56,2,80,3,141,0.029412,89.1892,LOW
96.2963,26,1,27,70,2,65,0,173,0.037037,96.2963,LOW
85.7143,78,13,91,32,1,85,2,158,0.142857,83.871,HIGH
72.449,71,27,98,37,3,75,5,60,0.27551,68.932,HIGH
95.0,95,5,100,36,4,65,0,48,0.05,95.0,LOW
53.125,17,15,32,55,1,85,2,274,0.46875,50.0,HIGH
53.5714,15,13,28,70,3,85,5,115,0.464286,45.4545,HIGH
97.0588,66,2,68,32,2,80,0,78,0.029412,97.0588,LOW
62.9371,90,53,143,26,5,85,1,29,0.370629,62.5,HIGH
97.9592,48,1,49,68,5,80,1,69,0.020408,96.0,LOW
96.6667,145,5,150,24,6,75,5,22,0.033333,93.5484,LOW
95.0,95,5,100,45,3,90,17,76,0.05,81.1966,HIGH
55.2632,21,17,38,67,6,85,0,57,0.447368,55.2632,HIGH
95.0617,77,4,81,46,6,75,5,37,0.049383,89.5349,LOW
43.3333,13,17,30,70,1,65,4,348,0.566667,38.2353,HIGH
73.0769,19,7,26,69,1,75,6,345,0.269231,59.375,HIGH
54.878,45,37,82,28,3,80,3,45,0.45122,52.9412,HIGH
31.6176,43,93,136,31,2,80,5,81,0.683824,30.4965,HIGH
96.9697,32,1,33,55,4,70,3,68,0.030303,88.8889,LOW
64.0,16,9,25,70,3,70,5,115,0.36,53.3333,HIGH
92.8571,26,2,28,65,6,90,18,58,0.071429,56.5217,HIGH
95.3488,41,2,43,53,6,70,0,46,0.046512,95.3488,LOW
60.0,39,26,65,40,2,65,3,103,0.4,57.3529,HIGH
50.0,6,6,12,64,6,75,14,53,0.5,23.0769,HIGH
92.3077,12,1,13,70,2,70,3,175,0.076923,75.0,LOW
49.3976,41,42,83,48,1,85,4,242,0.506024,47.1264,HIGH
90.0,9,1,10,70,1,80,2,348,0.1,75.0,HIGH
98.3333,59,1,60,47,6,80,2,39,0.016667,95.1613,LOW
62.6667,47,28,75,31,6,65,3,28,0.373333,60.2564,HIGH
45.0,9,11,20,66,4,75,4,85,0.55,37.5,HIGH
21.4286,9,33,42,57,1,80,4,286,0.785714,19.5652,HIGH
91.6667,22,2,24,70,1,75,0,348,0.083333,91.6667,LOW
78.9474,30,8,38,50,1,80,1,250,0.210526,76.9231,HIGH
62.5,90,54,144,11,4,65,4,11,0.375,60.8108,HIGH
81.7204,76,17,93,31,4,80,3,42,0.182796,79.1667,HIGH
80.0,20,5,25,65,3,80,4,112,0.2,68.9655,HIGH
75.0,21,7,28,69,4,75,5,84,0.25,63.6364,HIGH
22.6415,12,41,53,66,2,75,4,164,0.773585,21.0526,HIGH
66.087,76,39,115,26,3,65,6,43,0.33913,62.8099,HIGH
63.2184,55,32,87,43,5,75,5,40,0.367816,59.7826,HIGH
96.2963,78,3,81,30,5,75,2,30,0.037037,93.9759,LOW
58.3333,14,10,24,64,6,65,3,55,0.416667,51.8519,HIGH
97.973,145,3,148,15,6,80,2,16,0.02027,96.6667,LOW
30.1587,19,44,63,50,4,70,0,63,0.698413,30.1587,HIGH
97.1429,34,1,35,60,2,70,1,150,0.028571,94.4444,LOW
71.1864,42,17,59,65,6,75,1,55,0.288136,70.0,HIGH
30.5556,11,25,36,58,4,85,2,72,0.694444,28.9474,HIGH
96.25,77,3,80,36,4,65,3,47,0.0375,92.7711,LOW
48.7805,20,21,41,63,3,75,2,102,0.512195,46.5116,HIGH
85.1852,23,4,27,66,1,85,0,332,0.148148,85.1852,MEDIUM
71.0145,49,20,69,46,2,70,4,117,0.289855,67.1233,HIGH
74.2424,49,17,66,42,5,75,2,39,0.257576,72.0588,HIGH
80.6452,25,6,31,56,1,80,2,283,0.193548,75.7576,HIGH
97.4359,38,1,39,56,1,75,1,281,0.025641,95.0,LOW
57.1429,16,12,28,70,1,80,4,350,0.428571,50.0,HIGH
66.0714,37,19,56,49,4,75,2,64,0.339286,63.7931,HIGH
96.7742,60,2,62,44,5,75,2,47,0.032258,93.75,LOW
87.0,87,13,100,35,3,85,4,61,0.13,83.6538,HIGH
94.9153,112,6,118,24,1,85,3,122,0.050847,92.562,LOW
93.8462,61,4,65,33,5,70,3,34,0.061538,89.7059,LOW
34.9206,22,41,63,34,1,85,1,173,0.650794,34.375,HIGH
94.8718,37,2,39,59,2,65,1,146,0.051282,92.5,LOW
76.4706,13,4,17,70,2,80,7,178,0.235294,54.1667,HIGH
31.0606,41,91,132,24,5,75,1,25,0.689394,30.8271,HIGH
51.5625,33,31,64,37,6,80,2,29,0.484375,50.0,HIGH
81.746,103,23,126,20,6,80,2,19,0.18254,80.4688,MEDIUM
79.6875,51,13,64,33,2,80,6,84,0.203125,72.8571,HIGH
95.9184,47,2,49,57,4,80,4,74,0.040816,88.6792,LOW
91.3043,21,2,23,68,6,90,4,59,0.086957,77.7778,HIGH
62.7451,32,19,51,66,4,75,2,80,0.372549,60.3774,HIGH
62.8205,49,29,78,50,2,80,4,123,0.371795,59.7561,HIGH
86.7769,105,16,121,23,5,85,18,25,0.132231,75.5396,HIGH
60.5634,43,28,71,34,3,80,10,56,0.394366,53.0864,HIGH
94.8276,55,3,58,56,3,80,20,91,0.051724,70.5128,HIGH
94.9153,56,3,59,49,4,90,20,65,0.050847,70.8861,HIGH
91.6667,11,1,12,64,3,85,1,109,0.083333,84.6154,HIGH
98.3333,59,1,60,59,1,80,4,295,0.016667,92.1875,LOW
96.0938,123,5,128,20,3,85,3,37,0.039062,93.8931,LOW
56.4706,48,37,85,42,5,85,2,39,0.435294,55.1724,HIGH
70.0,35,15,50,52,3,70,5,90,0.3,63.6364,HIGH
96.3636,106,4,110,22,3,75,2,35,0.036364,94.6429,LOW
96.5517,28,1,29,70,5,75,0,67,0.034483,96.5517,LOW
57.1429,84,63,147,20,1,70,7,103,0.428571,54.5455,HIGH
34.2105,26,50,76,37,1,75,1,187,0.657895,33.7662,HIGH
94.1176,16,1,17,70,5,75,19,68,0.058824,44.4444,HIGH
54.1667,52,44,96,36,6,70,2,31,0.458333,53.0612,HIGH
95.0,19,1,20,70,4,65,13,87,0.05,57.5758,HIGH
50.7042,36,35,71,45,5,75,1,48,0.492958,50.0,HIGH
96.1538,50,2,52,52,5,70,3,52,0.038462,90.9091,LOW
90.0,9,1,10,67,6,75,1,57,0.1,81.8182,LOW
72.2222,65,25,90,47,5,75,2,45,0.277778,70.6522,HIGH
50.0,25,25,50,56,2,65,1,143,0.5,49.0196,HIGH
94.7368,18,1,19,70,1,65,3,353,0.052632,81.8182,LOW
63.4146,52,30,82,36,5,70,4,35,0.365854,60.4651,HIGH
76.087,35,11,46,54,6,75,4,42,0.23913,70.0,HIGH
98.5507,68,1,69,38,2,85,3,93,0.014493,94.4444,LOW
67.6768,67,32,99,40,5,75,5,37,0.323232,64.4231,HIGH
60.0,12,8,20,70,4,85,2,85,0.4,54.5455,HIGH
96.8,121,4,125,18,3,70,2,30,0.032,95.2756,LOW
54.1667,26,22,48,46,5,70,3,47,0.458333,50.9804,HIGH
95.8333,23,1,24,70,3,75,2,119,0.041667,88.4615,LOW
93.1818,41,3,44,47,4,70,2,59,0.068182,89.1304,LOW
97.0588,66,2,68,45,3,85,11,72,0.029412,83.5443,HIGH
61.1111,11,7,18,70,3,90,2,118,0.388889,55.0,HIGH
95.9184,47,2,49,65,4,75,2,85,0.040816,92.1569,LOW
72.973,27,10,37,66,6,75,3,57,0.27027,67.5,HIGH
67.1642,45,22,67,31,1,65,2,158,0.328358,65.2174,MEDIUM
64.7059,22,12,34,66,1,75,3,328,0.352941,59.4595,HIGH
95.122,39,2,41,50,3,70,1,82,0.04878,92.8571,LOW
75.9259,41,13,54,50,2,75,0,125,0.240741,75.9259,MEDIUM
65.1163,28,15,43,63,5,75,15,65,0.348837,48.2759,HIGH
94.4444,68,4,72,42,3,85,0,71,0.055556,94.4444,LOW
32.0,16,34,50,57,3,75,1,92,0.68,31.3725,HIGH
96.2963,52,2,54,56,1,85,2,277,0.037037,92.8571,LOW
62.5,20,12,32,61,4,80,1,77,0.375,60.6061,HIGH
96.9388,95,3,98,30,4,80,6,37,0.030612,91.3462,LOW
26.5625,17,47,64,45,2,75,0,111,0.734375,26.5625,HIGH
51.9231,27,25,52,47,6,65,4,42,0.480769,48.2143,HIGH
59.6774,37,25,62,39,2,70,5,99,0.403226,55.2239,HIGH
73.6111,53,19,72,48,1,75,16,238,0.263889,60.2273,HIGH
88.8889,16,2,18,66,2,90,2,162,0.111111,80.0,HIGH
66.6667,24,12,36,55,3,65,4,89,0.333333,60.0,HIGH
97.2222,35,1,36,66,4,75,2,86,0.027778,92.1053,LOW
98.6486,73,1,74,38,1,75,0,189,0.013514,98.6486,LOW
67.9245,36,17,53,54,1,80,4,268,0.320755,63.1579,HIGH
91.1111,41,4,45,55,2,90,1,141,0.088889,89.1304,HIGH
96.3636,53,2,55,48,5,80,1,47,0.036364,94.6429,LOW
72.043,67,26,93,33,4,70,7,45,0.27957,67.0,HIGH
61.4286,43,27,70,40,2,70,2,98,0.385714,59.7222,HIGH
67.4419,29,14,43,64,3,80,3,107,0.325581,63.0435,HIGH
73.4694,36,13,49,46,3,75,4,79,0.265306,67.9245,HIGH
98.5915,70,1,71,38,3,80,3,64,0.014085,94.5946,LOW
36.25,29,51,80,47,5,70,1,50,0.6375,35.8025,HIGH
40.0,46,69,115,21,3,70,7,34,0.6,37.7049,HIGH
88.2353,60,8,68,31,3,90,3,52,0.117647,84.507,HIGH
96.875,31,1,32,50,3,75,2,81,0.03125,91.1765,LOW
65.2174,15,8,23,70,2,75,1,177,0.347826,62.5,HIGH
99.1935,123,1,124,24,2,75,3,58,0.008065,96.8504,LOW
33.3333,30,60,90,34,5,75,1,36,0.666667,32.967,HIGH
81.8182,9,2,11,70,3,85,1,118,0.181818,75.0,HIGH
98.1818,54,1,55,59,4,65,3,75,0.018182,93.1034,LOW
94.9495,94,5,99,31,6,75,4,25,0.050505,91.2621,LOW
93.75,15,1,16,70,2,65,1,174,0.0625,88.2353,LOW
21.2121,21,78,99,48,4,80,10,63,0.787879,19.2661,HIGH
98.4848,65,1,66,48,1,70,1,239,0.015152,97.0149,LOW
73.913,34,12,46,49,5,75,3,52,0.26087,69.3878,HIGH
97.9592,144,3,147,20,2,90,3,50,0.020408,96.0,LOW
31.405,38,83,121,25,5,70,1,23,0.68595,31.1475,HIGH
96.5517,56,2,58,58,3,75,3,94,0.034483,91.8033,LOW
97.2222,35,1,36,52,3,70,6,88,0.027778,83.3333,LOW
95.614,109,5,114,22,4,70,5,29,0.04386,91.5966,LOW
69.3878,34,15,49,51,2,70,1,131,0.306122,68.0,HIGH
56.8627,58,44,102,32,2,85,2,83,0.431373,55.7692,HIGH
66.6667,10,5,15,70,5,75,1,70,0.333333,62.5,HIGH
79.7753,71,18,89,34,3,80,2,59,0.202247,78.022,HIGH
72.3077,47,18,65,47,2,75,12,120,0.276923,61.039,HIGH
48.7805,20,21,41,49,2,70,1,122,0.512195,47.619,HIGH
69.5122,57,25,82,42,6,70,19,32,0.304878,56.4356,HIGH
48.0,12,13,25,70,2,80,2,173,0.52,44.4444,HIGH
71.7391,33,13,46,58,2,75,4,142,0.282609,66.0,HIGH
93.75,30,2,32,55,5,75,0,53,0.0625,93.75,LOW
50.0,11,11,22,70,4,85,1,90,0.5,47.8261,HIGH
94.7368,18,1,19,70,2,70,1,172,0.052632,90.0,LOW
30.9524,13,29,42,59,2,75,3,151,0.690476,28.8889,HIGH
93.75,15,1,16,70,2,85,1,178,0.0625,88.2353,MEDIUM
51.8519,14,13,27,70,2,75,0,176,0.481481,51.8519,HIGH
69.5652,16,7,23,70,1,70,2,348,0.304348,64.0,HIGH
85.2459,52,9,61,39,3,85,2,63,0.147541,82.5397,HIGH
95.8333,23,1,24,70,6,75,1,60,0.041667,92.0,LOW
71.831,51,20,71,44,6,75,7,36,0.28169,65.3846,HIGH
79.3103,23,6,29,70,6,85,5,59,0.206897,67.6471,HIGH
94.7368,18,1,19,70,4,75,4,85,0.052632,78.2609,MEDIUM
80.0,32,8,40,46,2,80,4,115,0.2,72.7273,HIGH
96.9697,32,1,33,60,5,75,14,57,0.030303,68.0851,HIGH
61.5385,40,25,65,35,3,80,0,56,0.384615,61.5385,HIGH
51.1111,46,44,90,33,6,75,12,26,0.488889,45.098,HIGH
72.8814,43,16,59,54,2,75,4,134,0.271186,68.254,HIGH
50.0,9,9,18,67,3,75,4,112,0.5,40.9091,HIGH
97.5904,81,2,83,47,5,75,3,45,0.024096,94.186,LOW
70.0,21,9,30,70,4,75,1,89,0.3,67.7419,HIGH
64.2857,63,35,98,42,1,65,4,209,0.357143,61.7647,HIGH
45.4545,40,48,88,30,4,70,0,35,0.545455,45.4545,HIGH
67.2727,37,18,55,48,4,70,1,58,0.327273,66.0714,HIGH
21.7391,10,36,46,47,2,80,0,118,0.782609,21.7391,HIGH
95.5556,43,2,45,53,5,75,12,56,0.044444,75.4386,MEDIUM
68.8312,53,24,77,33,2,70,2,85,0.311688,67.0886,HIGH
95.1923,99,5,104,17,5,75,6,18,0.048077,90.0,LOW
95.8333,46,2,48,67,3,80,3,112,0.041667,90.1961,LOW
37.3913,43,72,115,28,4,80,3,33,0.626087,36.4407,HIGH
96.0,24,1,25,67,3,65,5,115,0.04,80.0,LOW
95.8333,23,1,24,70,1,75,5,349,0.041667,79.3103,MEDIUM
95.0,38,2,40,56,1,90,0,283,0.05,95.0,LOW
67.8832,93,44,137,10,4,85,1,10,0.321168,67.3913,HIGH
65.7143,23,12,35,56,5,65,9,53,0.342857,52.2727,HIGH
34.2857,24,46,70,41,3,75,4,72,0.657143,32.4324,HIGH
76.4706,39,12,51,68,2,80,3,171,0.235294,72.2222,HIGH
59.8485,79,53,132,10,5,70,18,9,0.401515,52.6667,HIGH
45.2632,43,52,95,37,6,70,5,28,0.547368,43.0,HIGH
96.875,62,2,64,34,1,75,0,169,0.03125,96.875,LOW
96.5909,85,3,88,36,6,75,2,32,0.034091,94.4444,LOW
75.0,27,9,36,66,6,75,3,57,0.25,69.2308,HIGH
96.5812,113,4,117,32,1,75,1,162,0.034188,95.7627,LOW
83.0769,54,11,65,33,3,85,6,53,0.169231,76.0563,HIGH
53.8462,21,18,39,54,3,70,2,89,0.461538,51.2195,HIGH
69.0909,76,34,110,19,4,85,2,23,0.309091,67.8571,HIGH
19.7531,16,65,81,29,2,80,1,75,0.802469,19.5122,HIGH
78.7879,52,14,66,47,2,80,3,120,0.212121,75.3623,HIGH
95.1807,79,4,83,33,5,75,4,34,0.048193,90.8046,LOW
98.0769,51,1,52,58,6,85,2,47,0.019231,94.4444,LOW
97.619,41,1,42,48,5,75,6,50,0.02381,85.4167,LOW
96.5517,28,1,29,70,1,80,3,352,0.034483,87.5,LOW
79.2453,84,22,106,22,1,80,3,110,0.207547,77.0642,HIGH
63.6364,63,36,99,29,5,65,4,32,0.363636,61.165,HIGH
97.619,82,2,84,49,5,70,4,47,0.02381,93.1818,LOW
95.2381,40,2,42,57,6,65,4,50,0.047619,86.9565,LOW
79.2079,80,21,101,23,2,80,3,61,0.207921,76.9231,HIGH
69.6429,39,17,56,47,6,70,3,37,0.303571,66.1017,HIGH
76.2712,45,14,59,62,2,75,6,155,0.237288,69.2308,HIGH
66.3462,69,35,104,26,1,75,1,130,0.336538,65.7143,HIGH
94.2857,66,4,70,43,5,75,2,40,0.057143,91.6667,LOW
95.3488,123,6,129,26,1,85,2,132,0.046512,93.8931,LOW
95.8904,70,3,73,45,5,80,4,42,0.041096,90.9091,LOW
41.6667,20,28,48,54,2,75,1,135,0.583333,40.8163,HIGH
83.3333,40,8,48,55,3,85,15,89,0.166667,63.4921,HIGH
97.5,117,3,120,31,1,85,2,156,0.025,95.9016,LOW
61.5385,32,20,52,68,4,75,0,83,0.384615,61.5385,HIGH
50.0,30,30,60,39,1,75,2,196,0.5,48.3871,HIGH
95.6522,22,1,23,70,5,75,2,68,0.043478,88.0,LOW
97.5,39,1,40,61,1,65,4,308,0.025,88.6364,LOW
98.5507,68,1,69,43,6,85,19,35,0.014493,77.2727,HIGH
97.0,97,3,100,16,2,75,0,40,0.03,97.0,LOW
60.0,18,12,30,55,5,85,2,54,0.4,56.25,HIGH
65.3846,17,9,26,70,1,65,3,349,0.346154,58.6207,HIGH
96.2963,26,1,27,70,4,75,8,86,0.037037,74.2857,HIGH
96.6667,29,1,30,68,1,80,2,340,0.033333,90.625,LOW
69.4737,66,29,95,48,6,70,3,37,0.305263,67.3469,HIGH
58.3333,21,15,36,57,2,65,4,145,0.416667,52.5,HIGH
22.2222,8,28,36,57,2,65,0,141,0.777778,22.2222,HIGH
98.9011,90,1,91,40,6,80,5,31,0.010989,93.75,LOW
75.9494,60,19,79,32,5,75,2,35,0.240506,74.0741,HIGH
94.7368,54,3,57,62,1,80,5,307,0.052632,87.0968,LOW
99.0196,101,1,102,17,3,75,5,30,0.009804,94.3925,LOW
55.2632,21,17,38,50,4,70,2,61,0.447368,52.5,HIGH
66.6667,24,12,36,56,3,80,3,93,0.333333,61.5385,HIGH
72.1805,96,37,133,12,2,75,0,33,0.278195,72.1805,HIGH
56.0,14,11,25,70,3,75,2,120,0.44,51.8519,HIGH
69.6429,78,34,112,12,2,75,12,27,0.303571,62.9032,HIGH
78.7234,74,20,94,39,3,80,2,62,0.212766,77.0833,HIGH
56.3107,58,45,103,28,1,65,5,142,0.436893,53.7037,HIGH
20.0,2,8,10,64,3,70,0,109,0.8,20.0,HIGH
61.7021,29,18,47,63,6,65,1,55,0.382979,60.4167,HIGH
97.973,145,3,148,19,3,75,20,34,0.02027,86.3095,LOW
95.7746,68,3,71,39,2,80,3,99,0.042254,91.8919,LOW
81.3953,105,24,129,30,1,80,1,152,0.186047,80.7692,MEDIUM
64.2857,36,20,56,54,5,75,1,51,0.357143,63.1579,HIGH
42.1875,27,37,64,37,5,75,2,39,0.578125,40.9091,HIGH
98.3051,58,1,59,63,2,80,3,160,0.016949,93.5484,LOW
97.9592,48,1,49,65,1,80,5,322,0.020408,88.8889,LOW
54.2857,19,16,35,66,3,65,1,111,0.457143,52.7778,HIGH
67.5,54,26,80,28,4,85,3,36,0.325,65.0602,HIGH
94.1176,32,2,34,51,5,65,0,53,0.058824,94.1176,LOW
20.0,6,24,30,64,1,70,1,322,0.8,19.3548,HIGH
52.9412,36,32,68,42,5,75,3,44,0.470588,50.7042,HIGH
72.9167,105,39,144,25,3,75,4,41,0.270833,70.9459,HIGH
25.0,11,33,44,60,4,85,2,76,0.75,23.913,HIGH
94.8718,111,6,117,27,2,70,14,69,0.051282,84.7328,LOW
52.5862,61,55,116,32,2,75,2,83,0.474138,51.6949,HIGH
96.5517,56,2,58,59,6,80,5,52,0.034483,88.8889,LOW
97.6744,84,2,86,37,6,75,14,30,0.023256,84.0,LOW
97.3154,145,4,149,17,1,85,0,82,0.026846,97.3154,LOW
98.7342,78,1,79,40,1,80,1,198,0.012658,97.5,LOW
96.0,24,1,25,70,6,80,3,59,0.04,85.7143,LOW
51.6667,31,29,60,29,5,75,13,29,0.483333,42.4658,HIGH
65.5172,57,30,87,31,1,80,3,154,0.344828,63.3333,HIGH
94.4444,85,5,90,34,1,75,2,172,0.055556,92.3913,LOW
75.0,21,7,28,65,6,75,3,55,0.25,67.7419,HIGH
94.1176,16,1,17,64,2,75,3,157,0.058824,80.0,LOW
98.7805,81,1,82,39,4,75,3,46,0.012195,95.2941,LOW
94.0,47,3,50,50,3,75,3,84,0.06,88.6792,LOW
98.5401,135,2,137,27,2,85,3,67,0.014599,96.4286,LOW
58.9286,33,23,56,60,3,80,3,97,0.410714,55.9322,HIGH
95.9459,71,3,74,40,6,75,5,32,0.040541,89.8734,LOW
41.6667,5,7,12,70,5,80,4,71,0.583333,31.25,HIGH
81.7568,121,27,148,26,1,80,3,133,0.182432,80.1325,MEDIUM
69.2308,90,40,130,25,5,70,3,25,0.307692,67.6692,HIGH
51.4286,18,17,35,68,1,75,2,341,0.485714,48.6486,HIGH
50.0,29,29,58,57,1,90,0,283,0.5,50.0,HIGH
99.3333,149,1,150,25,4,75,4,32,0.006667,96.7532,LOW
56.9231,37,28,65,39,1,80,19,196,0.430769,44.0476,HIGH
32.9897,32,65,97,40,5,80,0,37,0.670103,32.9897,HIGH
93.75,45,3,48,61,4,65,0,77,0.0625,93.75,LOW
99.0826,108,1,109,19,1,70,2,95,0.009174,97.2973,LOW
85.2941,58,10,68,31,3,85,1,50,0.147059,84.058,HIGH
97.2222,35,1,36,56,6,80,0,44,0.027778,97.2222,LOW
48.8372,21,22,43,59,4,70,2,75,0.511628,46.6667,HIGH
96.1538,25,1,26,70,6,80,1,57,0.038462,92.5926,LOW
95.5056,85,4,89,31,2,80,4,76,0.044944,91.3978,LOW
22.1311,27,95,122,25,3,75,2,43,0.778689,21.7742,HIGH
94.6429,53,3,56,57,5,80,1,55,0.053571,92.9825,LOW
20.339,12,47,59,53,3,90,5,88,0.79661,18.75,HIGH
98.2759,57,1,58,57,2,80,0,145,0.017241,98.2759,LOW
57.1429,8,6,14,70,5,65,2,68,0.428571,50.0,HIGH
80.0,112,28,140,15,1,80,11,78,0.2,74.1722,HIGH
95.5224,64,3,67,41,3,80,5,68,0.044776,88.8889,LOW
96.4286,54,2,56,55,1,75,3,277,0.035714,91.5254,LOW
93.75,15,1,16,70,6,75,5,57,0.0625,71.4286,HIGH
18.1818,2,9,11,70,1,85,2,352,0.818182,15.3846,HIGH
76.6667,46,14,60,38,5,75,13,35,0.233333,63.0137,HIGH
62.5,15,9,24,70,5,65,2,69,0.375,57.6923,HIGH
73.6842,28,10,38,68,5,75,2,71,0.263158,70.0,HIGH
41.4815,56,79,135,30,6,75,4,27,0.585185,40.2878,HIGH
66.2162,49,25,74,46,3,65,16,77,0.337838,54.4444,HIGH
98.4127,62,1,63,39,3,75,3,65,0.015873,93.9394,LOW
64.7059,11,6,17,70,5,65,3,70,0.352941,55.0,HIGH
97.5,39,1,40,61,1,75,8,302,0.025,81.25,LOW
76.0331,92,29,121,23,6,75,1,20,0.239669,75.4098,MEDIUM
98.6486,73,1,74,40,6,80,0,33,0.013514,98.6486,LOW
70.6667,53,22,75,31,1,70,4,155,0.293333,67.0886,HIGH
96.5116,83,3,86,41,1,80,18,205,0.034884,79.8077,HIGH
57.1429,24,18,42,57,2,90,1,146,0.428571,55.814,HIGH
69.5122,57,25,82,40,6,70,3,33,0.304878,67.0588,HIGH
92.8571,13,1,14,70,5,80,2,72,0.071429,81.25,MEDIUM
55.1724,16,13,29,66,4,80,1,86,0.448276,53.3333,HIGH
72.8814,43,16,59,57,5,75,2,58,0.271186,70.4918,HIGH
91.6667,11,1,12,67,6,75,2,55,0.083333,78.5714,MEDIUM
71.4286,40,16,56,67,5,70,1,69,0.285714,70.1754,MEDIUM
50.0,11,11,22,70,2,80,3,177,0.5,44.0,HIGH
98.1481,53,1,54,58,4,75,17,70,0.018519,74.6479,HIGH
99.0566,105,1,106,32,5,75,5,29,0.009434,94.5946,LOW
97.7778,132,3,135,15,4,70,0,20,0.022222,97.7778,LOW
71.4286,20,8,28,70,2,70,1,173,0.285714,68.9655,HIGH
80.0,32,8,40,61,4,80,0,80,0.2,80.0,MEDIUM
84.0336,100,19,119,17,2,85,4,41,0.159664,81.3008,HIGH
66.6667,20,10,30,67,3,85,2,110,0.333333,62.5,HIGH
87.3239,62,9,71,44,5,85,3,47,0.126761,83.7838,HIGH
96.1538,25,1,26,70,1,75,3,353,0.038462,86.2069,LOW
95.7746,68,3,71,30,5,70,3,29,0.042254,91.8919,LOW
97.7778,44,1,45,68,3,75,4,116,0.022222,89.7959,LOW
81.25,52,12,64,34,6,80,0,26,0.1875,81.25,MEDIUM
98.2456,56,1,57,65,6,75,4,57,0.017544,91.8033,LOW
21.4286,3,11,14,70,5,75,3,68,0.785714,17.6471,HIGH
80.3922,41,10,51,47,4,80,4,61,0.196078,74.5455,HIGH
56.0976,23,18,41,66,6,80,1,52,0.439024,54.7619,HIGH
78.7037,85,23,108,16,6,80,0,11,0.212963,78.7037,HIGH
93.5484,29,2,31,66,4,75,5,81,0.064516,80.5556,LOW
91.6667,11,1,12,70,4,80,2,91,0.083333,78.5714,HIGH
57.5,46,34,80,34,4,80,1,46,0.425,56.7901,HIGH
94.2857,33,2,35,66,3,75,6,111,0.057143,80.4878,LOW
80.7339,88,21,109,20,2,80,7,50,0.192661,75.8621,HIGH
49.4949,49,50,99,33,5,85,5,36,0.505051,47.1154,HIGH
52.381,11,10,21,70,4,70,6,88,0.47619,40.7407,HIGH
96.7742,60,2,62,41,6,70,7,35,0.032258,86.9565,LOW
73.8462,48,17,65,33,5,75,3,31,0.261538,70.5882,HIGH
50.0,23,23,46,67,6,75,5,59,0.5,45.098,HIGH
